safetyreportid,field_count_raw,field_count_converted
22877211,84,84
22896986,74,74
22898768,64,64
22902173,80,80
22905938,62,62
22907491,75,75
22925635,82,82
22932277,83,83
20629615,69,69
20631830,61,61
20650675,79,79
20679698,71,71
20690150,61,61
20923173,72,72
20961472,62,62
20970678,79,79
23370958,75,75
23377667,64,64
23378033,61,61
23403562,78,78
23405478,73,73
22625293,65,65
22631854,77,77
22632840,67,67
23275784,81,81
23275999,72,72
23279672,64,64
23280887,75,75
23281024,69,69
23282197,77,77
23285275,80,80
23289783,68,68
23296534,68,68
22728769,66,66
22728945,69,69
22731026,65,65
22741366,73,73
22748413,68,68
22757376,71,71
22772199,72,72
23426538,66,66
23427052,76,76
23427739,66,66
23428077,69,69
23347388,63,63
23348145,81,81
22828832,62,62
22829332,62,62
22859799,78,78
22860612,77,77
22870871,70,70
22876312,62,62
22881873,61,61
22896358,71,71
23351237,75,75
23352276,69,69
23354072,76,76
23354597,75,75
23436339,70,70
23437811,76,76
23439794,70,70
23019439,73,73
23021883,66,66
23033723,78,78
23062411,73,73
23064785,69,69
21187245,67,67
21294260,77,77
21344156,54,54
21412978,70,70
23387902,72,72
23390131,80,80
23065771,74,74
23066042,67,67
23073237,73,73
23077354,65,65
23092744,67,67
23092892,72,72
23098252,80,80
23103693,69,69
23115276,77,77
21462106,73,73
21465332,70,70
21510463,68,68
21529551,71,71
21685624,71,71
21696693,52,52
21704969,67,67
21711815,73,73
21730526,69,69
23395826,81,81
23396636,60,60
23397460,67,67
23398270,75,75
23138523,69,69
23140696,64,64
23141224,74,74
23145422,77,77
23157935,74,74
23160111,64,64
21743715,69,69
21785469,69,69
21788075,72,72
21808096,53,53
21817735,74,74
21821718,71,71
21828575,78,78
21860975,65,65
21879038,67,67
21903070,70,70
23399013,71,71
23400485,78,78
23401633,62,62
23401714,71,71
23161527,75,75
23174864,71,71
23176079,78,78
23187338,77,77
23188014,59,59
23188162,74,74
23200206,68,68
23201393,76,76
21946282,67,67
21981193,76,76
21991628,67,67
21992195,65,65
22008060,53,53
22013769,70,70
22022369,70,70
22039499,70,70
22055646,75,75
22067849,73,73
23408180,65,65
23408504,60,60
23409004,54,54
23409071,67,67
23409381,63,63
23205267,81,81
23215554,78,78
23220361,64,64
23222587,69,69
23228042,75,75
23232902,78,78
23233631,80,80
23236614,68,68
23237248,79,79
23237572,79,79
23243203,66,66
22107662,67,67
22108229,69,69
22118488,78,78
22146003,73,73
22186757,69,69
22210384,69,69
22245119,67,67
22253543,67,67
23257903,79,79
23262048,48,48
23265450,73,73
23268433,66,66
23269849,76,76
23274117,81,81
23414660,76,76
23415456,85,85
22286105,69,69
22290627,63,63
22312659,74,74
22320988,69,69
22328898,76,76
22342696,66,66
23280435,79,79
23281946,68,68
23283904,79,79
23292166,83,83
23295082,74,74
23295769,63,63
23296674,53,53
23419034,81,81
23419816,63,63
23557219,80,80
23561931,72,72
23562174,68,68
23657586,83,83
23572911,70,70
23493453,70,70
23520278,72,72
23651274,77,77
23523303,82,82
23524247,70,70
23598560,67,67
23560063,63,63
23687400,66,66
23610118,83,83
23574291,73,73
23623536,65,65
23625804,75,75
23598778,65,65
23636482,73,73
23637225,71,71
23639331,83,83
23648847,81,81
23524306,66,66
23630748,69,69
23524535,58,58
23638038,61,61
23525116,66,66
23639549,71,71
23526775,67,67
23679236,68,68
20536121,59,59
23649230,75,75
20593751,74,74
23651350,64,64
20659833,82,82
23673745,83,83
20662400,70,70
23357146,66,66
20733342,69,69
23358886,63,63
20784816,78,78
23365651,61,61
20836360,70,70
23359458,81,81
23528261,72,72
23388775,83,83
23530381,58,58
23368463,76,76
23530705,72,72
23385068,70,70
23532015,81,81
23388537,81,81
23532110,67,67
23388632,83,83
23532716,69,69
23270668,78,78
23533540,73,73
23429627,72,72
23534417,75,75
23431060,69,69
21790856,66,66
23217203,59,59
21815494,75,75
23220496,81,81
21825295,77,77
23335024,67,67
21864957,74,74
23354098,72,72
21877836,74,74
23443869,66,66
21897452,67,67
23444059,81,81
21909845,70,70
23444774,69,69
21925492,62,62
23445841,76,76
23585017,60,60
23364103,83,83
23586461,76,76
23449715,76,76
23586704,65,65
23408505,66,66
23535160,70,70
23410058,66,66
23536967,72,72
23465700,62,62
23537090,78,78
23469074,81,81
23537872,81,81
23636987,73,73
20935476,74,74
23642012,81,81
21020258,75,75
23642618,66,66
21029073,83,83
23649651,69,69
21066858,70,70
23576842,66,66
21100004,71,71
23055815,74,74
21181339,75,75
23675814,70,70
21200793,55,55
23685291,66,66
21258828,76,76
23658652,40,40
21280120,71,71
23354543,83,83
21372957,60,60
23359470,68,68
21399606,68,68
23664202,86,86
21408544,61,61
23362171,72,72
23588810,58,58
23362414,74,74
23590268,71,71
23419815,70,70
23591120,65,65
23348321,76,76
21960107,77,77
23360929,76,76
21992856,78,78
23361658,60,60
21994018,69,69
23366303,72,72
22045333,64,64
23433747,68,68
22066002,70,70
23438230,60,60
22075895,64,64
23383933,75,75
23595128,63,63
23387201,67,67
23595452,69,69
23256526,67,67
23595614,80,80
23499949,65,65
22095578,67,67
23501600,73,73
22121297,68,68
23531151,61,61
22173003,66,66
23532109,55,55
22186030,71,71
23221264,78,78
22202082,73,73
23232442,64,64
22220064,72,72
23243000,69,69
22228460,69,69
23378121,78,78
23596505,80,80
23382171,63,63
23598826,66,66
23392444,63,63
23598879,68,68
23392525,76,76
23599245,68,68
23396332,79,79
23603742,71,71
23397290,69,69
23603823,75,75
23399139,65,65
22271781,69,69
23399988,65,65
22306544,62,62
23402097,65,65
22318356,71,71
23359422,72,72
22332640,71,71
23376904,75,75
22382603,81,81
23420093,81,81
23605834,62,62
23470307,68,68
23606510,81,81
23559917,81,81
23606725,74,74
23561026,70,70
21448410,67,67
23561565,68,68
21519109,71,71
23563347,81,81
21519190,74,74
23569327,73,73
21537806,74,74
23436656,66,66
21538940,70,70
23573687,74,74
21575080,50,50
23394805,77,77
21575538,70,70
23438924,78,78
21586554,71,71
23398193,80,80
21596436,74,74
23404768,65,65
21622951,72,72
23409709,63,63
21676073,74,74
23455152,81,81
23609722,72,72
23419968,81,81
23610289,80,80
23491177,73,73
23611141,62,62
23424708,70,70
23611194,72,72
23426962,68,68
23539034,66,66
23440489,66,66
22538433,83,83
23448508,81,81
22541349,79,79
23386046,80,80
22618771,67,67
23437961,64,64
22624279,76,76
23389920,83,83
22639912,64,64
23390205,65,65
22643504,70,70
23441229,68,68
23611923,83,83
23442039,70,70
23612948,72,72
23424029,73,73
23613286,62,62
23426674,80,80
23613529,67,67
23427079,61,61
23614029,62,62
23440863,81,81
22664011,72,72
23404528,68,68
23614920,78,78
23404933,61,61
23614959,72,72
23485098,65,65
21764592,77,77
23468350,83,83
21821105,76,76
23473682,80,80
21848184,63,63
23449516,81,81
21895111,67,67
23452985,70,70
23541411,74,74
23485980,66,66
23541774,72,72
23488248,79,79
23541802,81,81
23457320,61,61
23541936,74,74
23494027,60,60
23542098,86,86
23511722,81,81
23542517,79,79
23460021,67,67
23621319,82,82
23512303,81,81
23622992,78,78
23515906,71,71
23623210,79,79
23468227,69,69
23543503,74,74
23521752,59,59
23544003,65,65
23543231,71,71
23544056,69,69
23543527,61,61
23544933,60,60
23546119,70,70
23545729,72,72
23546672,81,81
23625140,79,79
23427060,72,72
23627461,59,59
23551803,64,64
23548335,73,73
23552518,74,74
23549927,83,83
23452385,62,62
22118132,74,74
23541602,83,83
22123950,62,62
23542155,70,70
22127958,66,66
23463792,75,75
22138530,71,71
23492703,65,65
22145105,71,71
23464535,60,60
22168553,70,70
23465750,58,58
22171416,70,70
23551227,70,70
22229560,68,68
23552981,69,69
22233934,70,70
23495678,75,75
23550402,73,73
23497111,59,59
23550765,67,67
23588054,71,71
23551913,68,68
23512258,66,66
23633550,67,67
23512339,77,77
23633846,68,68
23589389,72,72
23554477,77,77
23593157,67,67
23556516,72,72
23594925,76,76
23556798,68,68
23516241,74,74
23557731,73,73
23612148,69,69
22269803,72,72
23615226,78,78
22273705,86,86
23598475,83,83
22279576,59,59
23601528,51,51
22288905,71,71
23623016,75,75
22293011,83,83
23624675,82,82
22302784,70,70
23626929,68,68
22303675,71,71
23620549,79,79
22319012,51,51
23552562,70,70
22323291,56,56
23633370,81,81
22338639,72,72
23555774,70,70
22371997,81,81
23533480,81,81
23636533,65,65
23534977,81,81
23637600,77,77
23536854,64,64
23638153,74,74
23570234,61,61
23639301,49,49
23641676,75,75
23558002,74,74
23642204,75,75
23560203,52,52
23650977,75,75
23562739,82,82
23657938,76,76
23562887,77,77
23640676,70,70
23563239,75,75
23639900,71,71
23563510,68,68
23642478,81,81
23564454,64,64
23666353,64,64
23564588,80,80
23651078,81,81
23641960,80,80
23662904,66,66
23567923,82,82
23181116,60,60
23568113,76,76
23194925,83,83
22521565,78,78
23355701,74,74
22605724,75,75
23374856,65,65
22621128,67,67
23375046,74,74
22649489,71,71
23375208,75,75
22678339,77,77
23377677,69,69
23645834,68,68
23457007,65,65
23646563,71,71
23379116,69,69
23576347,79,79
23382613,63,63
23652504,72,72
23384152,72,72
23652719,78,78
23437382,63,63
23654339,66,66
23473760,81,81
23655015,77,77
23475070,64,64
23655378,67,67
23440021,68,68
22782762,70,70
23479025,63,63
22798381,66,66
23449981,64,64
22807157,73,73
23449747,68,68
22838786,71,71
23406818,65,65
22860198,64,64
23473041,70,70
22672164,71,71
23415742,83,83
22709882,74,74
23420063,70,70
22714594,75,75
23503920,60,60
22722599,69,69
23466609,81,81
22726906,74,74
23486359,81,81
22745011,69,69
23487521,80,80
22757591,66,66
23491571,70,70
22901321,75,75
23530083,61,61
22913362,66,66
23449477,69,69
22936972,79,79
23520264,73,73
22953429,54,54
23510162,63,63
23585905,63,63
23510458,81,81
23586687,69,69
23475087,66,66
23586849,64,64
23481123,70,70
23587525,78,78
23539581,69,69
23587592,77,77
23570326,64,64
23587835,72,72
23549810,70,70
23588335,77,77
23589696,83,83
23661900,80,80
23589939,72,72
23663210,45,45
23557033,81,81
23663492,77,77
23504060,73,73
23663601,76,76
23560273,75,75
22809135,70,70
23561016,77,77
22825430,76,76
23512308,61,61
23021497,83,83
23570942,69,69
23034996,76,76
23518126,73,73
23050967,79,79
23571761,72,72
23060715,73,73
23574601,65,65
23060944,74,74
23584369,69,69
23615822,73,73
23579972,61,61
23236639,72,72
23585531,61,61
23275108,73,73
23524659,70,70
23299232,64,64
23525201,75,75
23616713,72,72
23589377,69,69
23618104,71,71
23590405,75,75
23618858,60,60
23586776,70,70
23619129,78,78
23592083,70,70
23620196,72,72
23535002,80,80
23245644,66,66
23535365,63,63
23266218,79,79
23535932,70,70
23269525,76,76
23605152,70,70
23273913,70,70
23605462,69,69
23274466,75,75
23605705,63,63
23300961,78,78
23602955,61,61
23313488,74,74
23603293,70,70
23314083,67,67
23603846,76,76
23319792,64,64
23546367,83,83
23324613,76,76
23546853,73,73
23324666,70,70
23548459,78,78
23325423,69,69
23551431,81,81
23620682,77,77
23552456,81,81
23623975,74,74
23617898,75,75
23672821,75,75
23621123,81,81
23674212,69,69
23628852,61,61
23279946,76,76
23629972,73,73
23282256,82,82
23631634,73,73
23283538,68,68
23626001,65,65
23284348,59,59
23630019,69,69
23289099,77,77
23564444,63,63
23289990,83,83
23684395,64,64
23292934,81,81
23660470,72,72
23295445,49,49
23599246,65,65
23295540,61,61
23604148,71,71
23295593,63,63
23604162,73,73
23297766,77,77
23609413,68,68
23298886,67,67
23445734,67,67
23334252,63,63
23447273,76,76
23338179,72,72
23421224,60,60
23342352,63,63
23414464,76,76
23343539,75,75
23424179,77,77
23344053,83,83
23426896,68,68
23344673,75,75
23428801,57,57
23624408,75,75
23430569,60,60
23625933,77,77
23442647,61,61
23627500,61,61
23456079,73,73
23627715,72,72
23473256,65,65
23677086,68,68
23473513,78,78
23677491,69,69
23484582,71,71
23678315,80,80
23506389,81,81
23678625,76,76
23507322,81,81
23679301,68,68
23424719,63,63
23679879,70,70
23510872,83,83
23681999,55,55
23511224,83,83
23682460,65,65
23492048,76,76
23349586,82,82
23429350,71,71
23351572,82,82
23520268,69,69
23353192,62,62
23436679,60,60
23353664,66,66
23437098,80,80
23355150,73,73
23444874,70,70
23355985,82,82
23513446,67,67
23356175,72,72
23525892,72,72
23628268,69,69
23526811,64,64
23628578,80,80
23511349,64,64
23628835,73,73
23512159,60,60
23685429,77,77
23461116,71,71
23687010,70,70
23464113,71,71
23688035,66,66
23556137,76,76
23300185,58,58
23467015,73,73
23306408,73,73
23482148,79,79
23308743,68,68
23482997,67,67
23318544,78,78
23547223,65,65
23689289,81,81
23548868,77,77
23689870,75,75
23576711,64,64
23356876,71,71
23495122,72,72
23358577,64,64
23495580,64,64
23358591,63,63
23555781,72,72
23359172,80,80
23526374,63,63
23359725,79,79
23594494,73,73
23360415,72,72
23594913,81,81
23344693,71,71
23598315,80,80
23345302,54,54
23543007,75,75
23349458,64,64
23621518,70,70
23350162,78,78
23634631,81,81
23355385,80,80
23634770,72,72
23364451,75,75
23568466,74,74
23364613,74,74
23635957,68,68
23365342,68,68
23635531,69,69
23365409,74,74
23641655,72,72
23367205,82,82
23573354,68,68
23641432,76,76
23575608,71,71
23642228,76,76
23644719,61,61
23642390,73,73
23578700,83,83
23643496,86,86
23647077,81,81
23643591,73,73
23659461,63,63
23643834,71,71
23660676,70,70
23646831,73,73
23663578,68,68
23359879,64,64
23668209,81,81
23360664,77,77
23668304,67,67
23362217,67,67
23671076,72,72
23374629,69,69
23675270,74,74
23375372,66,66
23676260,65,65
11775468,77,77
23676785,66,66
13259430,73,73
23679225,73,73
13538933,67,67
23649130,81,81
14253543,74,74
23652222,55,55
14707925,73,73
23596601,76,76
15948169,58,58
23673821,71,71
16144421,72,72
23631230,60,60
16313926,61,61
23635777,83,83
16328425,72,72
23649170,69,69
16341156,74,74
23664289,40,40
17031438,68,68
23665842,63,63
23376087,79,79
23667219,68,68
23376263,80,80
23547763,75,75
23377020,66,66
23549855,56,56
23379503,65,65
23555782,69,69
23379651,77,77
23558240,83,83
23365052,73,73
23558321,82,82
23369384,72,72
23561332,72,72
23369722,68,68
23570309,68,68
23370560,78,78
23656402,64,64
23370708,80,80
22859887,65,65
23372867,67,67
23380544,69,69
23373853,78,78
23385619,72,72
23374096,66,66
23397188,69,69
23383687,78,78
23399928,65,65
23384444,64,64
23399995,65,65
23375864,75,75
23390751,70,70
23376230,68,68
23463999,83,83
23387427,76,76
23468482,69,69
23387494,66,66
23394678,60,60
23389142,60,60
23138347,66,66
23390991,57,57
23148944,63,63
23378685,75,75
23197139,62,62
23381076,70,70
23399619,70,70
23381386,65,65
23404711,77,77
23391505,77,77
23405479,73,73
23393301,68,68
23508834,69,69
23393840,80,80
23512521,65,65
23383087,74,74
23514222,77,77
23384855,72,72
23426391,68,68
23385517,79,79
23426810,81,81
23394298,73,73
23521660,75,75
23394340,68,68
23522375,77,77
23386961,76,76
23038567,71,71
23387919,74,74
23444711,71,71
23390067,70,70
23535874,67,67
23395985,68,68
23361907,63,63
23398119,71,71
23449800,72,72
23391349,70,70
23538237,70,70
23391701,73,73
23456509,67,67
23393240,60,60
23547781,74,74
23399158,74,74
23425087,78,78
23399563,65,65
23472628,81,81
23399873,67,67
23473614,63,63
23402010,78,78
23487099,72,72
23394508,83,83
23390579,66,66
23397033,48,48
23580304,76,76
23403493,71,71
23441813,72,72
23404236,82,82
23451977,67,67
23405680,71,71
23380862,69,69
23399840,65,65
23381133,63,63
18649586,66,66
23381496,72,72
18872836,66,66
23381982,78,78
18987761,55,55
23428403,63,63
23420928,72,72
23438176,60,60
23424506,73,73
23399693,60,60
23428676,71,71
23400344,67,67
23429109,82,82
23402098,65,65
23429123,77,77
23480266,82,82
23427684,68,68
23463948,78,78
23432983,86,86
23508292,79,79
23657132,69,69
23414329,81,81
23658333,71,71
23414734,76,76
23447563,63,63
23513157,63,63
23676692,77,77
23513953,63,63
21996143,73,73
23532578,60,60
22004595,75,75
23660815,76,76
22026546,74,74
23652801,59,59
22038682,68,68
23556322,70,70
22054477,80,80
23589551,72,72
22094815,72,72
23659239,66,66
22095005,73,73
23562154,83,83
22108356,83,83
23670711,83,83
22123975,75,75
23564503,83,83
22139622,69,69
23596922,80,80
23491526,81,81
23676906,65,65
23491984,72,72
23680956,83,83
23493012,84,84
23680327,76,76
23493065,70,70
23610477,81,81
23459470,74,74
23589504,69,69
23460012,61,61
23594135,69,69
23494132,71,71
23603330,69,69
23494590,67,67
23616262,70,70
23495858,76,76
23642324,82,82
23681971,80,80
23647251,72,72
23682066,68,68
23663194,79,79
23499436,74,74
23668007,72,72
23501355,75,75
23668384,75,75
23464478,64,64
23185520,65,65
23465059,75,75
23222308,59,59
23465073,73,73
23378353,64,64
23465721,72,72
23380149,65,65
23466975,64,64
23383861,73,73
23467422,73,73
23369561,61,61
23468690,68,68
23398427,58,58
23469581,50,50
23374907,65,65
23469648,67,67
23375030,74,74
23469796,64,64
23414398,78,78
23470028,62,62
23416976,60,60
23470648,78,78
23423040,58,58
23470891,74,74
23450619,79,79
22335709,77,77
23452482,67,67
22344404,81,81
23459906,66,66
22527584,73,73
23473151,68,68
22534511,85,85
23494817,81,81
22589278,69,69
23495007,65,65
22589401,75,75
23509344,69,69
22590588,64,64
23509397,70,70
23471391,69,69
23345749,75,75
23471810,78,78
23549057,69,69
23472578,80,80
23613672,70,70
23472606,65,65
23614468,72,72
23473025,79,79
23444869,70,70
23473740,66,66
23616965,78,78
23474307,79,79
23387855,81,81
23505687,68,68
23555685,66,66
23506888,70,70
23450419,72,72
23507645,55,55
23390422,60,60
23475212,67,67
23453807,60,60
23475885,66,66
23454226,72,72
23478910,69,69
23625174,64,64
23480072,63,63
23456075,70,70
23480382,70,70
23628157,69,69
23481893,63,63
23630992,65,65
23482245,69,69
23399977,65,65
23509832,79,79
23400008,65,65
23510184,66,66
23459058,75,75
23511804,67,67
23401128,80,80
23482474,68,68
23402734,63,63
23483150,56,56
23571603,71,71
23485013,69,69
23576826,72,72
22610327,80,80
23415356,81,81
22623516,71,71
23480928,83,83
22645439,75,75
23584197,81,81
23513653,82,82
23651351,66,66
22665837,52,52
23598062,71,71
22675342,75,75
23680025,75,75
22680850,65,65
23680483,60,60
22695254,67,67
23466048,60,60
23518485,69,69
23631152,69,69
23519228,81,81
23473567,65,65
23519633,70,70
23473796,81,81
23500026,68,68
23587348,80,80
23500741,70,70
23588468,69,69
23521739,68,68
23681034,65,65
23523010,78,78
23610394,80,80
23523940,74,74
23622382,82,82
23523993,65,65
23625150,70,70
23524211,65,65
23541811,74,74
23503171,54,54
23382100,66,66
23503548,69,69
23403142,63,63
22754007,68,68
23404266,60,60
22755747,76,76
23380201,62,62
22767397,64,64
23397289,76,76
22769665,82,82
23444505,81,81
22772690,72,72
23444868,70,70
22784974,63,63
23355218,75,75
22808830,79,79
23357162,64,64
23525331,62,62
23408738,81,81
23528462,70,70
23437853,83,83
23507221,65,65
23438177,63,63
23509852,78,78
23363385,76,76
23510070,77,77
23447326,73,73
23511123,74,74
23410238,60,60
23511486,80,80
23451404,67,67
23512472,78,78
23444914,78,78
23529124,74,74
23446277,67,67
23529906,68,68
23414894,56,56
22890464,71,71
23419525,70,70
22897807,66,66
23452366,70,70
22905005,70,70
23420578,81,81
22906435,52,52
23458652,85,85
17169864,67,67
23461614,70,70
17463355,76,76
23393355,73,73
22959071,78,78
23393531,66,66
22963540,54,54
23464611,73,73
22967333,72,72
23479240,69,69
22968534,74,74
23454746,78,78
17802907,69,69
23500670,70,70
18792227,59,59
23472795,83,83
18817742,76,76
23473066,83,83
19131469,71,71
23426512,63,63
19615835,71,71
23426660,81,81
23551642,67,67
23430414,71,71
23552614,71,71
23431196,79,79
23553181,73,73
23431992,59,59
23553491,87,87
23521293,71,71
23134679,80,80
23523938,74,74
23134802,83,83
23517504,70,70
23136961,62,62
23523808,83,83
23138514,69,69
23441173,75,75
23139296,65,65
23496595,73,73
23139472,78,78
23450636,67,67
23148544,66,66
23552468,77,77
23150611,72,72
23555708,77,77
23150826,73,73
23555775,65,65
23150921,71,71
23550129,83,83
23157063,75,75
23558705,83,83
23162867,82,82
23563952,80,80
23168456,75,75
23576606,69,69
19902737,68,68
23576211,65,65
19983022,79,79
23532844,66,66
20086945,82,82
23595465,81,81
20174925,75,75
23596613,76,76
20199454,75,75
23535517,74,74
20199711,73,73
23517232,64,64
23328054,84,84
23518958,81,81
23334291,68,68
23540014,75,75
23334710,77,77
23606576,73,73
23576252,72,72
23543374,61,61
23578788,73,73
23642666,73,73
23579545,73,73
23643265,61,61
23581450,60,60
23644075,72,72
23556818,68,68
23653714,83,83
23557857,55,55
23655059,43,43
23558586,71,71
23657017,73,73
23584190,74,74
23664688,78,78
23568253,59,59
23386196,74,74
23569306,72,72
23387573,59,59
23594759,70,70
23389760,75,75
23370417,79,79
23391880,79,79
23574814,72,72
23392447,64,64
23576300,70,70
23391283,75,75
23382391,68,68
23439360,80,80
23383916,59,59
23399975,65,65
23385402,69,69
23403623,70,70
23610758,82,82
23421038,73,73
22712965,69,69
23424736,83,83
22726087,70,70
23485974,72,72
22738561,67,67
23430649,70,70
22739128,69,69
23447335,73,73
22756233,72,72
23450737,78,78
23617333,61,61
23453505,70,70
23602153,81,81
23453558,67,67
23603798,70,70
23331673,71,71
23626229,68,68
23461700,79,79
23628025,68,68
23523128,70,70
23607161,69,69
23523843,62,62
23607552,72,72
23529890,75,75
23607686,70,70
23472283,81,81
23609200,75,75
23534845,67,67
23613317,71,71
23473903,78,78
23629860,72,72
23365098,81,81
23629927,64,64
23365894,63,63
23630712,66,66
23476023,83,83
23630846,64,64
23367771,81,81
23631036,75,75
23368176,71,71
23631131,64,64
23369944,69,69
23632804,69,69
23542406,69,69
23614046,68,68
23382150,66,66
23614222,71,71
23489966,72,72
23615032,72,72
23492223,81,81
23615409,77,77
23180928,60,60
23616705,79,79
23186045,68,68
23633614,77,77
23387049,74,74
23617892,65,65
23387278,80,80
23618688,70,70
23387373,69,69
23619850,71,71
23555729,77,77
23637502,81,81
23501080,77,77
23640809,80,80
23504764,64,64
23622456,77,77
23565368,72,72
23622618,81,81
23403682,65,65
23622713,81,81
23404425,67,67
23623132,79,79
23517724,64,64
23623509,74,74
23518668,61,61
23623671,71,71
23522894,61,61
23624872,68,68
23524623,80,80
23410917,69,69
23524986,79,79
23661389,68,68
23527134,78,78
23662403,71,71
23528793,63,63
23664900,60,60
23529589,63,63
23676611,86,86
23425147,72,72
23676921,68,68
23593718,65,65
23435499,76,76
23431560,73,73
23436957,54,54
23431599,78,78
23437538,70,70
23374895,65,65
23437862,73,73
23605262,81,81
23665439,62,62
23679270,78,78
23679742,70,70
23279722,75,75
23280384,83,83
23280937,54,54
23285420,68,68
23289752,70,70
23293816,67,67
23294640,76,76
23297003,76,76
23298190,70,70
23450364,77,77
23678413,77,77
23570345,79,79
23570736,68,68
23570750,77,77
23570912,76,76
23572275,76,76
23572532,71,71
23573098,70,70
23551066,69,69
23551848,77,77
23552524,54,54
23609104,69,69
23609252,73,73
23610562,55,55
23550082,74,74
23552336,73,73
23624400,79,79
23626369,57,57
23613855,72,72
23555953,72,72
23556129,69,69
23632014,82,82
23559045,72,72
23559584,71,71
23560355,74,74
23560827,68,68
23616704,74,74
23617433,77,77
23618458,70,70
23584653,68,68
23585988,70,70
23586798,64,64
23587636,77,77
23596694,68,68
23598085,72,72
23598571,83,83
23671648,73,73
23601584,71,71
23602394,64,64
23602947,71,71
23604028,70,70
23611911,76,76
17530620,74,74
17802185,75,75
17962618,79,79
18279814,78,78
18520817,75,75
23637534,77,77
23638168,76,76
23639235,81,81
23672108,77,77
23673376,73,73
23640383,76,76
23640640,73,73
23643070,65,65
23675468,67,67
23675954,64,64
23678384,81,81
23646701,63,63
23647645,66,66
23681881,61,61
23682839,77,77
23682853,70,70
18752410,61,61
18799510,75,75
19123228,71,71
19187204,74,74
19271930,73,73
19364256,72,72
23649818,59,59
23651237,68,68
23683487,81,81
23683515,77,77
23685001,54,54
23686107,70,70
23686646,69,69
23620874,70,70
23621899,70,70
23622818,77,77
23653343,67,67
23654100,68,68
23689009,65,65
19821177,51,51
19875257,69,69
19880279,74,74
19994112,81,81
19998310,75,75
20035855,74,74
20322137,73,73
20479693,75,75
23625248,65,65
23625572,68,68
23627745,60,60
23627826,65,65
23629918,46,46
23630460,76,76
23630851,67,67
23630932,63,63
23631108,73,73
20700689,56,56
20768944,65,65
20910264,57,57
20977276,78,78
23632862,69,69
23633038,67,67
23633267,80,80
23635683,78,78
23657231,71,71
23659471,78,78
10392517,72,72
11099552,71,71
14734050,74,74
15302441,70,70
16080823,71,71
16341548,71,71
16533680,73,73
23636116,66,66
23637289,68,68
23638303,71,71
23638666,50,50
17231590,70,70
17764218,78,78
17956040,72,72
18149940,70,70
18164224,78,78
18270725,81,81
18483956,50,50
21806300,59,59
21815883,83,83
21817760,74,74
21841965,73,73
21868371,68,68
21872097,72,72
21885758,71,71
21897450,62,62
21897827,81,81
21905388,67,67
21946279,60,60
21952759,76,76
23674199,72,72
23674551,69,69
23676090,69,69
21989223,73,73
21989977,74,74
22019950,72,72
22038904,65,65
22043292,73,73
23680626,64,64
23681746,65,65
23683542,82,82
23648090,64,64
23649682,71,71
23650844,77,77
22135146,72,72
22145190,78,78
22150011,70,70
22189765,83,83
22206088,73,73
22223140,82,82
22231307,77,77
18693746,69,69
18784790,72,72
18785452,70,70
18916968,71,71
19427067,63,63
23663628,74,74
23664209,71,71
23666692,75,75
23672781,61,61
23674510,72,72
21665907,66,66
21798180,74,74
21818000,71,71
21838923,71,71
21842300,71,71
21844054,72,72
23682610,69,69
23682649,67,67
22886756,78,78
22888295,77,77
22891172,81,81
22891387,69,69
22893884,62,62
22915243,74,74
22918279,74,74
22951827,80,80
22958064,70,70
22959751,71,71
20199708,65,65
20207311,67,67
20211442,82,82
20369093,70,70
20370431,61,61
23685875,59,59
22967770,78,78
23037634,78,78
23040254,72,72
23041011,75,75
23041860,74,74
23051971,73,73
23060733,75,75
23689143,75,75
23689372,64,64
21962758,70,70
21973989,70,70
22035633,70,70
22040345,55,55
22043719,69,69
20545930,77,77
20584296,72,72
20733269,75,75
20950835,78,78
23064931,78,78
23070615,61,61
23070897,71,71
23075151,68,68
23084195,75,75
23098532,71,71
23105445,67,67
23107241,67,67
22069410,78,78
22080345,71,71
22100609,69,69
22115418,60,60
22116471,80,80
22119683,55,55
22130417,76,76
22168702,72,72
23143878,73,73
23146741,62,62
21000449,73,73
21035818,81,81
21085619,84,84
21087901,68,68
21219702,73,73
21360952,67,67
22222905,67,67
22226589,68,68
22230667,72,72
22256087,73,73
22272988,69,69
22286367,75,75
22302852,75,75
22312114,69,69
23188738,76,76
23213890,71,71
23219102,57,57
23225378,52,52
23240067,74,74
22334914,73,73
22347307,67,67
22364317,76,76
22399443,62,62
22519742,73,73
22534202,69,69
22588173,64,64
22592628,73,73
22593195,85,85
22596301,65,65
21471612,71,71
21491119,69,69
21503593,67,67
21591802,69,69
21723522,75,75
21738384,74,74
11291217,70,70
11931818,75,75
14410150,63,63
14498585,74,74
15462312,70,70
16021198,71,71
21828308,78,78
21839391,77,77
21863853,66,66
21878972,73,73
21891636,73,73
21894323,67,67
21923120,74,74
21935781,57,57
22815325,83,83
22828042,64,64
22829014,71,71
22847063,69,69
22865841,73,73
22875642,64,64
22876223,62,62
22883108,63,63
22892652,67,67
22898012,61,61
17895563,67,67
17944582,69,69
18191660,75,75
18196210,73,73
23329100,71,71
23331530,57,57
23335686,77,77
23339965,82,82
23341599,70,70
23344152,76,76
22130318,67,67
22181158,69,69
22184560,66,66
22205472,69,69
23345177,75,75
23345515,76,76
23345582,68,68
23347445,72,72
23347607,70,70
23349146,76,76
23349766,81,81
23353615,82,82
